name	description	function	returns	argument	type	details 
ui.Chart.image.doySeries	Generates a Chart from an ImageCollection. Plots derived values of each band in a region for a each day of the year.	ui.Chart.image.doySeries(imageCollection, region, regionReducer, scale, yearReducer, startDay, endDay)	ui.Chart	imageCollection|region|regionReducer|scale|yearReducer|startDay|endDay	ImageCollection|Feature|FeatureCollection|Geometry, optional|Reducer, optional|Number, optional|Reducer, optional|Number, optional|Number, optional	
ui.Chart.image.doySeriesByRegion	Generates a Chart from an ImageCollection. Plots the derived value of the given band in different regions at each day-of-year.	ui.Chart.image.doySeriesByRegion(imageCollection, bandName, regions, regionReducer, scale, yearReducer, seriesProperty, startDay, endDay)	ui.Chart	imageCollection|bandName|regions|regionReducer|scale|yearReducer|seriesProperty|startDay|endDay	ImageCollection|Number|String|Feature|FeatureCollection|Geometry|List|Reducer, optional|Number, optional|Reducer, optional|String, optional|Number, optional|Number, optional	
ui.Chart.image.doySeriesByYear	Generates a Chart from an ImageCollection. Plots the derived value of the given band in a region for each day-of-year across different years.	ui.Chart.image.doySeriesByYear(imageCollection, bandName, region, regionReducer, scale, sameDayReducer, startDay, endDay)	ui.Chart	imageCollection|bandName|region|regionReducer|scale|sameDayReducer|startDay|endDay	ImageCollection|Number|String|Feature|FeatureCollection|Geometry, optional|Reducer, optional|Number, optional|Reducer, optional|Number, optional|Number, optional	
ui.Chart.image.histogram	Generates a Chart from an image. Computes and plots histograms of the values of the bands in the specified region of the image.	ui.Chart.image.histogram(image, region, scale, maxBuckets, minBucketWidth, maxRaw, maxPixels)	ui.Chart	image|region|scale|maxBuckets|minBucketWidth|maxRaw|maxPixels	Image|Feature|FeatureCollection|Geometry, optional|Number, optional|Number, optional|Number, optional|Number, optional|Number, optional	
ui.Chart.image.regions	Generates a Chart from an image. Extracts and plots the value of each band in one or more regions.	ui.Chart.image.regions(image, regions, reducer, scale, seriesProperty, xLabels)	ui.Chart	image|regions|reducer|scale|seriesProperty|xLabels	Image|Feature|FeatureCollection|Geometry|List, optional|Reducer, optional|Number, optional|String, optional|List, optional	
ui.Chart.image.series	Generates a Chart from an ImageCollection. Plots derived values of each band in a region across images. Usually a time series.	ui.Chart.image.series(imageCollection, region, reducer, scale, xProperty)	ui.Chart	imageCollection|region|reducer|scale|xProperty	ImageCollection|Feature|FeatureCollection|Geometry|Reducer, optional|Number, optional|String, optional	
ui.Chart.image.seriesByRegion	Generates a Chart from an image collection. Extracts and plots the value of the specified band in each region for each image in the collection. Usually a time series.	ui.Chart.image.seriesByRegion(imageCollection, regions, reducer, band, scale, xProperty, seriesProperty)	ui.Chart	imageCollection|regions|reducer|band|scale|xProperty|seriesProperty	ImageCollection|Feature|FeatureCollection|Geometry|List|Reducer|Number|String, optional|Number, optional|String, optional|String, optional	
ui.Chart.onClick	Registers a callback that's fired when the chart is clicked.	Chart.onClick(callback)	String	ui.chart|callback	ui.Chart|Function	
ui.Chart.setChartType	Sets the chartType of this chart.	Chart.setChartType(chartType)	ui.Chart	ui.chart|chartType	ui.Chart|String	
ui.Chart.setDataTable	Sets the DataTable containing data for this chart.	Chart.setDataTable(dataTable)	ui.Chart	ui.chart|dataTable	ui.Chart|List	
ui.Chart.setDownloadable	Sets a view for this chart.	Chart.setDownloadable(Whether)	ui.Chart	ui.chart|Whether	ui.Chart|Boolean	
ui.Chart.setOptions	Sets options used to style this chart.	Chart.setOptions(options)	ui.Chart	ui.chart|options| title | colors 	ui.Chart|Object| colors  (Array) An array of colors used to draw the chart.	
ui.Chart.setSeriesNames	Returns a copy of this chart with updated series names.	Chart.setSeriesNames(seriesNames, seriesIndex)	ui.Chart	ui.chart|seriesNames|seriesIndex	ui.Chart|Dictionary|Dictionary|Number, optional	
ui.Chart.setView	Sets a view for this chart.	Chart.setView(view)	ui.Chart	ui.chart|view	ui.Chart|Object	
ui.Chart.style	Returns the widget's style ActiveDictionary, which can be modified to update the widget's styles.	Chart.style()	ui.data.ActiveDictionary	ui.widget	ui.Widget	
ui.Chart.unlisten	Deletes callbacks.	Chart.unlisten(idOrType)		ui.widget|idOrType	ui.Widget|String, optional	
ui.Checkbox	A checkbox with a label.	ui.Checkbox(label, value, onChange, disabled, style)	ui.Checkbox	label|value|onChange|disabled|style	String, optional|Boolean, optional|Function, optional|Boolean, optional|Object, optional	
ui.Checkbox.getDisabled	Returns whether the checkbox is disabled.	Checkbox.getDisabled()	Boolean	ui.checkbox	ui.Checkbox	
ui.Checkbox.getLabel	Returns the checkbox's label.	Checkbox.getLabel()	String	ui.checkbox	ui.Checkbox	
ui.Checkbox.getValue	Returns whether the checkbox is checked. A null value indicates the checkbox is in an indeterminate state.	Checkbox.getValue()	Boolean	ui.checkbox	ui.Checkbox	
ui.Checkbox.onChange	Registers a callback that's fired when the value of the checkbox changes.	Checkbox.onChange(callback)	String	ui.checkbox|callback	ui.Checkbox|Function	
ui.Checkbox.setDisabled	Sets whether the checkbox is disabled.	Checkbox.setDisabled(disabled)	ui.Checkbox	ui.checkbox|disabled	ui.Checkbox|Boolean	
ui.Checkbox.setLabel	Sets the checkbox's label.	Checkbox.setLabel(value)	ui.Checkbox	ui.checkbox|value	ui.Checkbox|String	
ui.Checkbox.setValue	Sets whether the checkbox is checked.	Checkbox.setValue(value, trigger)	ui.Checkbox	ui.checkbox|value|trigger	ui.Checkbox|Boolean|Boolean, optional	
ui.Checkbox.style	Returns the widget's style ActiveDictionary, which can be modified to update the widget's styles.	Checkbox.style()	ui.data.ActiveDictionary	ui.widget	ui.Widget	
ui.Checkbox.unlisten	Deletes callbacks.	Checkbox.unlisten(idOrType)		ui.widget|idOrType	ui.Widget|String, optional	
ui.DateSlider	A draggable target that ranges linearly between two dates. The date slider can be configured to display dates of various interval sizes, including day, 8-day, and year. The value of the slider is displayed as a label alongside it.	ui.DateSlider(start, end, value, period, onChange, disabled, style)	ui.DateSlider	start|end|value|period|onChange|disabled|style	Date|Number|String, optional|Date|Number|String, optional|Date|Number|String, optional|Number, optional|Function, optional|Boolean, optional|Object, optional	
ui.DateSlider.getDisabled	Returns whether the slider is disabled.	DateSlider.getDisabled()	Boolean	ui.dateslider	ui.DateSlider	
ui.DateSlider.getEnd	Returns the slider's end date as a UTC timestamp.	DateSlider.getEnd()	Number	ui.dateslider	ui.DateSlider	
ui.DateSlider.getPeriod	Returns the slider's period interval.	DateSlider.getPeriod()	Number	ui.dateslider	ui.DateSlider	
ui.DateSlider.getStart	Returns the slider's start date as a UTC timestamp.	DateSlider.getStart()	Number	ui.dateslider	ui.DateSlider	
ui.DateSlider.getValue	Returns the slider's current value, and array with the start and end datetimes as epoch UTC timestamps.	DateSlider.getValue()	List	ui.dateslider	ui.DateSlider	
ui.DateSlider.onChange	Registers a callback that's fired when the slider's value changes.	DateSlider.onChange(callback)	String	ui.dateslider|callback	ui.DateSlider|Function	
ui.DateSlider.setDisabled	Sets whether the slider is disabled.	DateSlider.setDisabled(disabled)	ui.DateSlider	ui.dateslider|disabled	ui.DateSlider|Boolean	
ui.DateSlider.setEnd	Sets the end date of the slider.	DateSlider.setEnd(value)	ui.DateSlider	ui.dateslider|value	ui.DateSlider|Number|String	
ui.DateSlider.setPeriod	Sets the period interval of the slider.	DateSlider.setPeriod(value)	ui.DateSlider	ui.dateslider|value	ui.DateSlider|Number	
ui.DateSlider.setStart	Sets the start date of the slider.	DateSlider.setStart(start)	ui.DateSlider	ui.dateslider|start	ui.DateSlider|Number|String	
ui.DateSlider.setValue	Set the value of the slider.	DateSlider.setValue(value, trigger)	ui.DateSlider	ui.dateslider|value|trigger	ui.DateSlider|Number|String|Boolean, optional	
ui.DateSlider.style	Returns the widget's style ActiveDictionary, which can be modified to update the widget's styles.	DateSlider.style()	ui.data.ActiveDictionary	ui.widget	ui.Widget	
ui.DateSlider.unlisten	Deletes callbacks.	DateSlider.unlisten(idOrType)		ui.widget|idOrType	ui.Widget|String, optional	
ui.Label	A text label.	ui.Label(value, style, targetUrl, imageUrl)	ui.Label	value|style|targetUrl|imageUrl	String, optional|Object, optional|String, optional|String, optional	
ui.Label.getImageUrl	Returns the url of the image if it exists.	Label.getImageUrl()	String	ui.label	ui.Label	
ui.Label.getUrl	Returns the url of the label if it exists.	Label.getUrl()	String	ui.label	ui.Label	
ui.Label.getValue	Returns the value of the label.	Label.getValue()	String	ui.label	ui.Label	
ui.Label.setImageUrl	Sets the label to an image, which will render instead of the value text.	Label.setImageUrl(imageUrl)	ui.Label	ui.label|imageUrl	ui.Label|String	
ui.Label.setUrl	Sets the url of the label, which will cause it to render as a link.	Label.setUrl(targetUrl)	ui.Label	ui.label|targetUrl	ui.Label|String	
ui.Label.setValue	Sets the value of the label.	Label.setValue(value)	ui.Label	ui.label|value	ui.Label|String	
ui.Label.style	Returns the widget's style ActiveDictionary, which can be modified to update the widget's styles.	Label.style()	ui.data.ActiveDictionary	ui.widget	ui.Widget	
ui.Map	A Google map.	ui.Map(center, onClick, style)	ui.Map	center|onClick|style	Object, optional|Function, optional|Object, optional	
ui.Map.CloudStorageLayer	A layer generated from Cloud Storage tiles for display on a ui.Map.	ui.Map.CloudStorageLayer(bucket, path, maxZoom, suffix, name, shown, opacity)	ui.Map.CloudStorageLayer	bucket|path|maxZoom|suffix|name|shown|opacity	String|String|Number|String, optional|String, optional|Boolean, optional|Number, optional	
ui.Map.CloudStorageLayer.getBucket	Returns the name of this layer's bucket.	CloudStorageLayer.getBucket()	String	ui.map.cloudstoragelayer	ui.Map.CloudStorageLayer	
